0.,0.,0
0.7,0.19999999999999998,0
1.4,0.39999999999999997,0
2.0999999999999996,0.5999999999999999,0
2.8,0.7999999999999999,0
3.5,1,0
4.199999999999999,1,0
4.8999999999999995,1,0
5.6,1,0
6.3,1,0
7.,1,0
7.699999999999999,1,0
8.399999999999999,1,0
9.1,1,0
9.799999999999999,1,0
10.5,1,0
11.2,1,0
11.899999999999999,1,0
12.6,1,0
13.299999999999999,1,0
14.,1,0
14.7,1,0
15.399999999999999,1,0
16.099999999999998,1.,0
16.799999999999997,0.8000000000000003,0
17.5,0.5999999999999994,0
18.2,0.3999999999999996,0
18.9,0.19999999999999984,0
19.599999999999998,0.,0
