0.000000000000000000e+00,4.155219999999999914e+01
1.200002806121996102e+01,4.164419999999999789e+01
2.399996444919270289e+01,4.191140000000000043e+01
3.599999251041266746e+01,4.232939999999999969e+01
4.800002057163262492e+01,4.286200000000000188e+01
5.999995695960537034e+01,4.346710000000000207e+01
7.199998502082533491e+01,4.410260000000000247e+01
8.400001308204528527e+01,4.473100000000000165e+01
9.600022448975968814e+01,4.532249999999999801e+01
1.080002525509796385e+02,4.585560000000000258e+01
1.200002806121996031e+02,4.631640000000000157e+01
1.320003086734195676e+02,4.669700000000000273e+01
1.440003367346395464e+02,4.699380000000000024e+01
1.560003647958594968e+02,4.720559999999999690e+01
1.680003928570794471e+02,4.733239999999999981e+01
1.800000000000000000e+02,4.733239999999999981e+01
1.920000280612199504e+02,4.720559999999999690e+01
2.039999644491926745e+02,4.699380000000000024e+01
2.159999925104126532e+02,4.669700000000000273e+01
2.280000205716326036e+02,4.631640000000000157e+01
2.399999569596053277e+02,4.585560000000000258e+01
2.519999850208253349e+02,4.532249999999999801e+01
2.640000130820452569e+02,4.473100000000000165e+01
2.760002244897596597e+02,4.410260000000000247e+01
2.880002525509796669e+02,4.346710000000000207e+01
3.000002806121995604e+02,4.286200000000000188e+01
3.120003086734195676e+02,4.232939999999999969e+01
3.240003367346395180e+02,4.191140000000000043e+01
3.360003647958595252e+02,4.164419999999999789e+01
3.480003928570794187e+02,4.155219999999999914e+01
3.600000000000000000e+02,4.155219999999999914e+01
3.720000280612198935e+02,4.164419999999999789e+01
3.839999644491927029e+02,4.191140000000000043e+01
3.959999925104127101e+02,4.232939999999999969e+01
4.080000205716326036e+02,4.286200000000000188e+01
4.199999569596053561e+02,4.346710000000000207e+01
4.319999850208253065e+02,4.410260000000000247e+01
4.440000130820453137e+02,4.473100000000000165e+01
4.560002244897597166e+02,4.532249999999999801e+01
4.680002525509796101e+02,4.585560000000000258e+01
4.800002806121996173e+02,4.631640000000000157e+01
4.920003086734195108e+02,4.669700000000000273e+01
5.040003367346395180e+02,4.699380000000000024e+01
5.160003647958594684e+02,4.720559999999999690e+01
5.280003928570794187e+02,4.733239999999999981e+01
5.399999999999998863e+02,4.733239999999999981e+01
5.520000280612199504e+02,4.720559999999999690e+01
5.639999644491925892e+02,4.699380000000000024e+01
5.759999925104126532e+02,4.669700000000000273e+01
5.880000205716326036e+02,4.631640000000000157e+01
5.999999569596053561e+02,4.585560000000000258e+01
6.119999850208253065e+02,4.532249999999999801e+01
6.240000130820452569e+02,4.473100000000000165e+01
6.360002244897596029e+02,4.410260000000000247e+01
6.480002525509796669e+02,4.346710000000000207e+01
6.600002806121996173e+02,4.286200000000000188e+01
6.720003086734195676e+02,4.232939999999999969e+01
6.840003367346395180e+02,4.191140000000000043e+01
6.960003647958594684e+02,4.164419999999999789e+01
7.080003928570794187e+02,4.155219999999999914e+01
